"","Year","Gender","Grade_of_Student","E_Cig_Ever_Used","E_Cig_Days_Used","E_Cig_Last_Used","E_Cig_Curiousity","E_Cig_Try","E_Cig_Try_Next_Year","Cigarette_Ever_Used","Cigarette_Days_Used","Cigarette_Last_Used","Cigarette_Curiosity","Cigarette_Try","Cigarette_Try_Next_Year","The_Real_Cost","Any_Tobacco_Craving","Are_Tobacco_Products_Harmful","E_Cig_Promotions_Internet","Tobacco_Promotions_Internet"
"10286",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Never"
"10287",2017,"M","11th","Yes","100","1-4 Years Ago","No","Yes","Yes","Yes","1","Last Year","Yes","Yes","Yes","Yes","No","No","Rarely","Rarely"
"10288",2017,"F","11th","No","1","Last 7 Days","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Rarely"
"10289",2017,"M","11th","Yes","","Last 7 Days","Yes","Yes","Yes","No","1","Today","No","No","No","Yes","No","","Never","Rarely"
"10290",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Never"
"10291",2017,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","Yes","Yes","Most of the time","Always"
"10292",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Never","Rarely"
"10293",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Rarely"
"10294",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Most of the time"
"10295",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","Yes","Sometimes","Rarely"
"10296",2017,"F","11th","Yes","15","Today","No","No","No","Yes","3","Last 6 Months","Yes","No","No","Yes","No","Yes","Sometimes","Rarely"
"10297",2017,"F","12th","Yes","15","Last 7 Days","No","Yes","Yes","No","1","Today","Yes","No","No","Yes","No","Yes","Rarely","Rarely"
"10298",2017,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","Yes","I do not use the internet","Rarely"
"10299",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","No","No","Yes","Sometimes","Sometimes"
"10300",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Rarely"
"10301",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","Yes","Never","Rarely"
"10302",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Rarely","Rarely"
"10303",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Rarely"
"10304",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Most of the time","Sometimes"
"10305",2017,"M","12th","No","1","Today","No","No","No","Yes","1","8","No","No","No","Not Sure","No","Yes","Never","Never"
"10306",2017,"F","11th","Yes","35","Last Month","No","Yes","Yes","No","1","Today","No","No","No","Not Sure","No","No","Rarely","Sometimes"
"10307",2017,"F","11th","No","1","Today","No","Yes","Yes","No","1","Today","Yes","No","No","Yes","No","Yes","Never","Sometimes"
"10308",2017,"M","10th","Yes","100","1-4 Years Ago","No","Yes","Yes","No","1","Today","No","No","Yes","Yes","Yes","No","Sometimes","Never"
"10309",2017,"F","10th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Yes","No","Yes","Never","Rarely"
"10310",2017,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Sometimes"
"10311",2017,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Sometimes"
"10312",2017,"F","10th","Yes","35","Last 7 Days","Yes","Yes","Yes","Yes","1","5 Years Ago","Yes","No","No","Not Sure","No","Yes","Rarely","Never"
"10313",2017,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Rarely","Rarely"
"10314",2017,"M","10th","No","1","Today","No","Yes","Yes","No","1","Today","Yes","Yes","Yes","Yes","No","Yes","Never","Never"
"10315",2017,"M","10th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Yes","No","Yes","Rarely","Sometimes"
"10316",2017,"F","12th","Yes","15","Last 6 Months","No","Yes","Yes","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Rarely"
"10317",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Most of the time"
"10318",2017,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","Yes","Rarely","Sometimes"
"10319",2017,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Sometimes"
"10320",2017,"F","9th","No","1","Today","No","No","No","Yes","1","5 Years Ago","Yes","No","No","Yes","No","Yes","Never","Never"
"10321",2017,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Never"
"10322",2017,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Rarely"
"10323",2017,"","","Yes","15","Today","No","No","No","","","","","","","No","No","Yes","Sometimes","Sometimes"
"10324",2017,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Sometimes"
"10325",2017,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Never","Rarely"
"10326",2017,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","Yes","Rarely","Never"
"10327",2017,"","9th","No","1","Today","No","No","No","Yes","1","5 Years Ago","Yes","Yes","No","Yes","Yes","Yes","Never","Rarely"
"10328",2017,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Most of the time"
"10329",2017,"F","9th","No","1","Today","No","Yes","Yes","No","1","Today","No","No","No","Yes","Yes","Yes","Never","Rarely"
"10330",2017,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Rarely"
"10331",2017,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Rarely"
"10332",2017,"M","10th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","Not Sure","No","Yes","Never","Rarely"
"10333",2017,"F","9th","Yes","15","Today","No","Yes","Yes","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Sometimes"
"10334",2017,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Rarely"
"10335",2017,"F","9th","Yes","35","Today","No","Yes","Yes","No","1","Today","No","No","No","Yes","Yes","Yes","Sometimes","Sometimes"
"10336",2017,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Rarely","Sometimes"
"10337",2017,"M","9th","No","1","Today","No","Yes","Yes","No","1","Today","No","No","No","Yes","No","Yes","Always","Rarely"
"10338",2017,"F","9th","Yes","15","Today","No","Yes","Yes","No","1","Today","No","No","No","Yes","No","No","Rarely","Never"
"10339",2017,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","No","Rarely","Most of the time"
"10340",2017,"F","9th","Yes","15","Today","No","No","Yes","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Rarely"
"10341",2017,"F","9th","Yes","35","Today","No","No","Yes","Yes","1","Last Year","No","No","No","Yes","No","Yes","Sometimes","Rarely"
"10342",2017,"F","9th","No","1","Today","No","No","Yes","No","1","Today","No","No","No","No","No","Yes","Never","Rarely"
"10343",2017,"F","9th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","Yes","No","Yes","Sometimes","Sometimes"
"10344",2017,"F","9th","No","1","Today","No","No","Yes","No","1","Today","Yes","No","Yes","Yes","No","Yes","Never","Never"
"10345",2017,"F","9th","No","1","Today","Yes","Yes","Yes","Yes","1","5 Years Ago","Yes","Yes","Yes","Yes","No","Yes","Never","Sometimes"
"10346",2017,"M","9th","Yes","75","Last 7 Days","No","No","No","Yes","1","Last Year","Yes","No","No","Yes","No","Yes","Sometimes","Most of the time"
"10347",2017,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","Yes","Sometimes","Sometimes"
"10348",2017,"M","9th","Yes","1","Today","No","No","Yes","No","1","Today","No","No","No","Yes","No","Yes","Most of the time","Sometimes"
"10349",2017,"M","9th","No","1","Today","No","No","No","Yes","1","5 Years Ago","Yes","No","No","No","No","Yes","Rarely","Never"
"10350",2017,"M","9th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Yes","No","Yes","Rarely","Sometimes"
"10351",2017,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","Yes","Never","Never"
"10352",2017,"M","9th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Yes","No","Yes","Never","Never"
"10353",2017,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Rarely","Rarely"
"10354",2017,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","",""
"10355",2017,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","","Yes","Never","Never"
"10356",2017,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","No","Never","Never"
"10357",2017,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","Yes","Sometimes","Sometimes"
"10358",2017,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","Yes","Never","Never"
"10359",2017,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Sometimes"
"10360",2017,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","Yes","Yes","Never","Rarely"
"10361",2017,"F","10th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Yes","No","Yes","Never","Rarely"
"10362",2017,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Never"
"10363",2017,"F","10th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Sometimes"
"10364",2017,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Sometimes"
"10365",2017,"M","10th","No","1","Today","Yes","Yes","Yes","No","1","Today","Yes","No","No","Yes","No","Yes","Never","Most of the time"
"10366",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Sometimes"
"10367",2017,"M","10th","No","1","Today","No","No","No","Yes","1","8","No","No","No","No","No","Yes","Never","Rarely"
"10368",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Never"
"10369",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","Yes","Never","Most of the time"
"10370",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Not Sure","No","Yes","Rarely","Rarely"
"10371",2017,"F","10th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Yes","No","Yes","Sometimes","Never"
"10372",2017,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Rarely"
"10373",2017,"F","11th","Yes","75","Last 7 Days","No","No","Yes","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Rarely"
"10374",2017,"F","12th","No","1","Today","No","No","No","Yes","1","5 Years Ago","Yes","No","No","Yes","No","Yes","Rarely","Sometimes"
"10375",2017,"M","12th","Yes","75","Last 6 Months","No","No","No","Yes","2","Last Month","Yes","No","No","Yes","No","Yes","Never","Never"
"10376",2017,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","Yes","Rarely","Rarely"
"10377",2017,"M","12th","Yes","7","5 Years Ago","Yes","Yes","Yes","Yes","5","Last Month","Yes","Yes","Yes","No","Yes","Yes","Rarely","Rarely"
"10378",2017,"M","12th","No","","","No","","","No","","","No","No","No","","","","",""
"10379",2017,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Rarely"
"10380",2017,"M","12th","Yes","100","Last 6 Months","No","Yes","Yes","Yes","1","Last Year","Yes","Yes","Yes","Yes","No","Yes","Never","Never"
"10381",2017,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","I do not use the internet","Always"
"10382",2017,"M","12th","Yes","100","Last Year","No","Yes","Yes","Yes","1","5 Years Ago","No","No","No","Yes","No","No","Never","Sometimes"
"10383",2017,"M","12th","No","1","Today","No","No","No","Yes","1","Today","Yes","No","No","Yes","No","Yes","Sometimes","Rarely"
"10384",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Most of the time"
"10385",2017,"M","12th","","35","Today","Yes","No","No","Yes","1","5 Years Ago","Yes","No","No","Yes","No","No","Sometimes","Rarely"
"10386",2017,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Rarely"
"10387",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Never"
"10388",2017,"F","12th","Yes","75","Today","No","No","No","No","1","Today","Yes","No","No","No","No","Yes","Rarely","Sometimes"
"10389",2017,"F","12th","No","1","Today","Yes","Yes","Yes","No","1","Today","No","No","No","No","No","Yes","Never","Never"
"10390",2017,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Never","Rarely"
"10391",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Rarely"
"10392",2017,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Rarely"
"10393",2017,"M","12th","Yes","15","Last Month","Yes","Yes","Yes","No","1","Today","Yes","Yes","Yes","Not Sure","No","Yes","Never","Never"
"10394",2017,"M","12th","Yes","75","Today","No","No","No","Yes","2","Last 6 Months","Yes","Yes","Yes","Yes","No","Yes","Rarely","Rarely"
"10395",2017,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","I do not use the internet","I do not use the internet"
"10396",2017,"F","12th","Yes","15","Today","No","No","No","No","1","Today","No","No","No","No","No","Yes","Never","Sometimes"
"10397",2017,"F","12th","Yes","75","Last 7 Days","No","Yes","Yes","Yes","2","Last 6 Months","Yes","Yes","Yes","Yes","No","No","Never","Rarely"
"10398",2017,"M","12th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Yes","No","Yes","Never","Rarely"
"10399",2017,"F","12th","Yes","15","Last Month","No","Yes","Yes","Yes","1","Last Year","Yes","No","No","Yes","No","Yes","Sometimes","Sometimes"
"10400",2017,"M","9th","Yes","100","1-4 Years Ago","No","Yes","Yes","No","1","Today","Yes","Yes","No","Yes","No","No","Most of the time","Rarely"
"10401",2017,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Rarely"
"10402",2017,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Rarely"
"10403",2017,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Never","Rarely"
"10404",2017,"M","9th","Yes","75","Last Month","No","Yes","Yes","Yes","1","5 Years Ago","No","No","No","Not Sure","No","Yes","Never","Rarely"
"10405",2017,"M","Unplaced","Yes","35","Last Year","Yes","Yes","Yes","Yes","7","Last 7 Days","Yes","Yes","Yes","Yes","No","Yes","I do not use the internet","I do not use the internet"
"10406",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Rarely"
"10407",2017,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Rarely","Rarely"
"10408",2017,"M","9th","No","1","Today","No","No","No","Yes","1","5 Years Ago","Yes","No","No","Yes","No","Yes","Sometimes","Sometimes"
"10409",2017,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Rarely"
"10410",2017,"F","9th","Yes","75","Last Month","No","Yes","Yes","No","1","Today","No","No","No","Yes","No","No","Never","Always"
"10411",2017,"M","9th","Yes","35","Last Month","No","Yes","Yes","Yes","1","Last Year","Yes","No","No","Yes","Yes","Yes","Most of the time","Rarely"
"10412",2017,"F","9th","Yes","75","Last 7 Days","No","Yes","Yes","No","1","Today","No","No","No","No","No","Yes","Never","Rarely"
"10413",2017,"F","9th","Yes","35","Last 7 Days","Yes","Yes","Yes","Yes","1","Last Year","Yes","No","Yes","Yes","No","Yes","","Never"
"10414",2017,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","No","Sometimes","Sometimes"
"10415",2017,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Sometimes"
"10416",2017,"M","9th","Yes","75","Today","No","Yes","Yes","No","1","Today","No","No","No","No","No","*","Sometimes","Rarely"
"10417",2017,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Most of the time","Sometimes"
"10418",2017,"F","11th","Yes","100","5 Years Ago","No","Yes","Yes","Yes","1","5 Years Ago","","No","No","Yes","No","Yes","Sometimes","Most of the time"
"10419",2017,"F","11th","Yes","75","Today","No","No","No","Yes","1","5 Years Ago","No","No","No","Yes","No","Yes","Sometimes","Sometimes"
"10420",2017,"F","11th","No","1","Today","No","No","No","Yes","1","8","Yes","No","No","Yes","No","Yes","Rarely","Never"
"10421",2017,"F","11th","No","1","Today","No","Yes","No","No","1","Today","No","No","No","Not Sure","No","Yes","Rarely","Sometimes"
"10422",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Never"
"10423",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","No","Never","Rarely"
"10424",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Rarely"
"10425",2017,"M","10th","Yes","7","5 Years Ago","No","Yes","Yes","Yes","2","Last Month","Yes","Yes","Yes","Yes","Yes","Yes","Most of the time","Most of the time"
"10426",2017,"M","11th","Yes","35","Last 7 Days","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Never"
"10427",2017,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Always","Always"
"10428",2017,"M","12th","Yes","15","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Rarely"
"10429",2017,"M","10th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Yes","No","Yes","Most of the time","Most of the time"
"10430",2017,"M","12th","Yes","7","5 Years Ago","No","Yes","Yes","Yes","2","Last 6 Months","No","No","Yes","No","No","Yes","Sometimes","Never"
"10431",2017,"F","","Yes","7","1-4 Years Ago","No","Yes","Yes","Yes","3","Last Month","Yes","Yes","Yes","Yes","No","Yes","Sometimes","Sometimes"
"10432",2017,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Rarely"
"10433",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Rarely"
"10434",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Rarely"
"10435",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Never"
"10436",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Most of the time"
"10437",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Rarely"
"10438",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Rarely"
"10439",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Yes","No","Yes","Rarely","Rarely"
"10440",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Not Sure","No","Yes","Rarely","Sometimes"
"10441",2017,"F","12th","Yes","15","Today","No","Yes","Yes","Yes","1","Last Year","Yes","Yes","Yes","Yes","No","Yes","Rarely","Most of the time"
"10442",2017,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Sometimes"
"10443",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","No","Rarely","Rarely"
"10444",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Rarely"
"10445",2017,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Rarely","Never"
"10446",2017,"F","12th","Yes","75","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Rarely"
"10447",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Most of the time","Most of the time"
"10448",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Rarely","Never"
"10449",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Rarely"
"10450",2017,"F","11th","Yes","15","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Most of the time"
"10451",2017,"F","11th","Yes","15","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Most of the time","Always"
"10452",2017,"F","11th","Yes","75","Last 6 Months","No","Yes","Yes","Yes","1","Last Year","Yes","No","No","Yes","No","No","Sometimes","Sometimes"
"10453",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Sometimes"
"10454",2017,"F","11th","Yes","75","Last Year","No","Yes","Yes","Yes","1","8","Yes","No","No","Yes","No","Yes","Rarely","Most of the time"
"10455",2017,"F","11th","Yes","75","Today","No","Yes","Yes","No","1","Today","No","No","No","Yes","No","No","Sometimes","Rarely"
"10456",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Rarely"
"10457",2017,"M","11th","Yes","7","5 Years Ago","No","Yes","Yes","Yes","4","Last 7 Days","Yes","Yes","Yes","Yes","No","No","Sometimes","Rarely"
"10458",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","Yes","I do not use the internet","Always"
"10459",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Yes","No","Yes","Rarely","Rarely"
"10460",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Never"
"10461",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","Yes","Sometimes","Never"
"10462",2017,"M","11th","Yes","15","Today","No","Yes","Yes","","1","Today","","No","No","Yes","No","Yes","Rarely","Rarely"
"10463",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","Yes","Rarely","Rarely"
"10464",2017,"F","11th","Yes","75","Last 7 Days","No","Yes","No","No","1","Today","No","","No","Yes","No","Yes","Sometimes","Sometimes"
"10465",2017,"F","11th","Yes","15","Today","No","Yes","Yes","No","1","Today","No","No","No","Yes","No","Yes","Never","Sometimes"
"10466",2017,"M","11th","","","","","","","Yes","","8","Yes","","","","","","",""
"10467",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Never","Rarely"
"10468",2017,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","Yes","Rarely","Never"
"10469",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Sometimes","Rarely"
"10470",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Yes","No","Yes","Never","Rarely"
"10471",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Most of the time","Most of the time"
"10472",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Most of the time","Sometimes"
"10473",2017,"M","12th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Yes","No","Yes","Sometimes","Sometimes"
"10474",2017,"F","12th","No","1","Today","No","No","No","Yes","1","Last Year","No","Yes","Yes","Yes","No","Yes","Never","Sometimes"
"10475",2017,"F","12th","Yes","15","Today","No","No","No","No","1","Today","Yes","No","No","Yes","No","Yes","Never","Sometimes"
"10476",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Rarely"
"10477",2017,"F","12th","Yes","35","Last 7 Days","No","Yes","Yes","Yes","1","Last Year","Yes","No","No","Yes","No","Yes","Rarely","Rarely"
"10478",2017,"M","12th","Yes","75","Today","Yes","Yes","Yes","No","1","Today","No","No","No","Not Sure","No","Yes","Rarely","Never"
"10479",2017,"M","12th","Yes","15","Today","No","No","Yes","No","1","Today","Yes","No","No","Yes","No","Yes","Rarely","Rarely"
"10480",2017,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Most of the time"
"10481",2017,"M","12th","Yes","15","Today","Yes","No","No","Yes","1","5 Years Ago","Yes","No","No","No","No","Yes","Sometimes","Sometimes"
"10482",2017,"M","12th","No","1","Today","No","Yes","Yes","Yes","1","8","Yes","No","Yes","Yes","Yes","Yes","Rarely","Always"
"10483",2017,"M","12th","Yes","100","Today","Yes","Yes","No","Yes","5","Last Month","Yes","Yes","Yes","Not Sure","Yes","Yes","Sometimes","Rarely"
"10484",2017,"M","12th","No","1","Today","No","No","No","Yes","1","8","Yes","No","No","Yes","No","Yes","Rarely","Sometimes"
"10485",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Most of the time"
"10486",2017,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","No","Most of the time","Rarely"
"10487",2017,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Rarely","Rarely"
"10488",2017,"M","9th","Yes","75","Today","No","Yes","Yes","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Sometimes"
"10489",2017,"M","9th","Yes","75","Last 7 Days","No","No","Yes","No","1","Today","No","No","No","Yes","No","Yes","Always","Never"
"10490",2017,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","","No","Yes","","Rarely"
"10491",2017,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Sometimes"
"10492",2017,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Rarely","Rarely"
"10493",2017,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Never","Never"
"10494",2017,"F","9th","No","7","5 Years Ago","No","No","No","No","7","8","No","No","No","Not Sure","No","Yes","Always","Most of the time"
"10495",2017,"","9th","Yes","7","5 Years Ago","Yes","Yes","Yes","Yes","4","Last Year","","","","","Yes","Yes","I do not use the internet","I do not use the internet"
"10496",2017,"F","9th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","Not Sure","No","Yes","Sometimes","Rarely"
"10497",2017,"M","9th","No","1","Today","No","No","No","Yes","1","8","Yes","No","No","No","No","Yes","Never","Never"
"10498",2017,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Sometimes"
"10499",2017,"M","9th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Not Sure","No","Yes","Most of the time","Most of the time"
"10500",2017,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Most of the time"
"10501",2017,"M","9th","Yes","35","Today","No","No","No","No","1","Today","No","No","No","No","No","Yes","Sometimes","Rarely"
